COMPANY NAME,PHONE,MAIN CONTACT NAME,ADDRESS,CITY,STATE,ZIP CODE,CUSTOMER TYPE,CREDIT LIMIT,DEFAULT PAYMENT TERMS,CREDIT HOLD,ACCOUNT HOLD,CURRENCY
CONTINENTAL WESTERN CORPORATION,,,5800 Clinton Drive,Houston,TX,77020,consignee," "," ",,NO," "
CONTRACT FABRICATORS INC.,,,27 Co Rd 351,Iuka,MS,38852,consignee," "," ",,NO," "
COOLPLAST A/S DISTRIBUTION CENTER US HOUSTON DC,,,4008 Heritage Drive BLDG 2,Brookshire,TX,77423,consignee," "," ",,NO," "
Core Health,,,951 East Pleasant Run Road,Lancaster,TX,75146,consignee," "," ",,NO," "
Corning Optical Communications,,,5940 Optical Way,Fort Worth,TX,76244,consignee," "," ",,NO," "
CORT DRAYAGE- DALLAS 1818,,,1505 Valwood Parkway,Carrollton,TX,75006,consignee," "," ",,NO," "
CORT DRAYAGE-AUSTIN,,,2020 South A.W. Grimes Boulevard,Round Rock,TX,78664,consignee," "," ",,NO," "
CORT FURNITURE RENTAL,,,8155 KEMPWOOD DR. HOUSTON,Houston,TX,77055,"consignee,shipper,containerReturn"," "," ",,NO," "
CORTLAND COMPANY (CORTX03),,,10633 W Airport Blvd,Stafford,TX,77477,consignee," "," ",,NO," "
COSTCO - KATY,,,31031 US-90,Brookshire,TX,77423,consignee," "," ",,NO," "
COSTCO DALLAS DRY,,,3730 Mountain Creek Pkwy,Dallas,TX,75236,consignee," "," ",,NO," "
COSTCO GARLAND TX #1254,,,2775 West Miller Road,Garland,TX,75041,consignee," "," ",,NO," "
COSTCO KATY,,,31031 US HWY 90 BROOKSHIRE,Brookshire,TX,77423,"consignee,shipper,containerReturn"," "," ",,NO," "
COTA YELLOW BRICK ROAD,,,9201 Circuit of the Americas Boulevard,Del Valle,TX,78617,consignee," "," ",,NO," "
COTAC USA INC.,,,9938 CHEMICAL ROAD. PASADENA,Pasadena,TX,77507,"consignee,shipper,containerReturn"," "," ",,NO," "
COURTSIDE PADEL CLUB,,,2510 Rutland Dr,Austin,TX,78758,consignee," "," ",,NO," "
COVER-IT INSULATION SERVICES,,,15716 Avenue C,Channelview,TX,77530,consignee," "," ",,NO," "
CPS HOUSTON,,,301 Sheldon Rd,Channelview,TX,77530,consignee," "," ",,NO," "
CPT INTERNATIONAL INC.,,,12950 Executive Drive,Sugar Land,TX,77478,consignee," "," ",,NO," "
"Craftex Wholesale and Distibutors, Inc.",,,7215 Ashcroft Drive,Houston,TX,77081,consignee," "," ",,NO," "
CRANE 45,,,13800 North Fwy #100,Houston,TX,77090,"consignee,shipper,containerReturn"," "," ",,NO," "
Crane Cartage LLC,,,1500 Rankin Road,Houston,TX,77073,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," ",30,NO,NO," "
CRANE DAL,,,4050 Valley View Lane,Irving,TX,75038,consignee," "," ",,NO," "
Crane Solutions,,,1500 Rankin Rd,Houston,TX,77073,"caller,consignee"," ",30,NO,NO," "
CRANE WAREHOUSE JFK,,,13320 John F Kennedy Blvd,Houston,TX,77039,consignee," "," ",,NO," "
CRANE WORLDWIDE LOGISTICS,,,1500 Rankin Rd,Houston,TX,77073,"consignee,shipper,containerReturn"," "," ",,NO," "
CRANE WORLDWIDE LOGISTICS - DFW,,9724285564,4050 Valley View Lane,Irving,TX,75038,consignee," "," ",,NO," "
CROSLEY HOME PRODUCTS,,,1675 St Lucy St,Bossier City,LA,71111,consignee," "," ",,NO," "
CROWN CELL INC.,,,2500 W OAK,Palestine,TX,75801,consignee," "," ",,NO," "
CRYOQIP LLC,,,14100 Westfair East Drive,Houston,TX,77041,consignee," "," ",,NO," "
CRYSTAL FOODS,,,9026 South Course Drive,Houston,TX,77099,consignee," "," ",,NO," "
CRYSTAL SUITES INN,,,201 North Highway 146,Texas City,TX,77590,consignee," "," ",,NO," "
CTP Environment Group,,,11755 West Little York Road,Houston,TX,77041,"consignee,shipper,containerReturn"," "," ",,NO," "
CTS GLOBAL SUPPLY CHAIN SOLUTIONS,,,"6907 BRASADA DRIVE SUITE A,",Houston,TX,77085,consignee," "," ",,NO," "
CTT,,,4704 W Cedar Bayou Lynchburg Rd,Baytown,TX,77521,consignee," "," ",,NO," "
Cube Work Warehouse,,,5025 Jensen Drive,Houston,TX,77026,consignee," "," ",,NO," "
CUBESMART STORAGE,,,7939 Westheimer Rd,Houston,TX,77063,consignee," "," ",,NO," "
CUMMINS SOUTHERN PLNS,,,28909 Katy Freeway,Katy,TX,77494,consignee," "," ",,NO," "
CUMMINS WELDING & EQUIPMENT,,,5300 Brewster St,San Antonio,TX,78233,consignee," "," ",,NO," "
Cura Freight LLC,,,2104 West Main Street,Tampa,FL,33607,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," ",30,NO,NO," "
CURTISS WRIGHT,,,"9410 E Hardy Rd #6629,",Houston,TX,77093,"consignee,shipper,containerReturn"," "," ",,NO," "
CUSTOM GOODS,3102416700,,9431 Bay Area Blvd,Pasadena,TX,77507,"consignee,shipper,containerReturn,chassisTermination,chassisPick"," "," ",,NO," "
CW WAREHOUSE,,,4343 Eastpark Dr,Houston,TX,77028,consignee," "," ",,NO," "
CYLTEX LLC,,,5646 Ransom Street,Houston,TX,77087,consignee," "," ",,NO," "
Cypress Islamic Center,,,16103 Cypress Rose Hill Road,Cypress,TX,77429,consignee," "," ",,NO," "
CZT ENERGY USA,,,5000 I-10,Sealy,TX,77474,"shipper,consignee"," "," ",,NO," "
D.H. TIRE INC.,,,3611 North McCarty Street,Houston,TX,77029,consignee," "," ",,NO," "
D/C Group Warehouse,,,10025 Porter Road,La Porte,TX,77571,consignee," "," ",,NO," "
DAIKIN COMFORT TECHNOLOGIES,,,7310 LANGFIELD RD HTX 77092,Houston,TX,77092,"consignee,shipper,containerReturn"," "," ",,NO," "
Dallas Facility,,,3170 Irving Blvd,Dallas,TX,75247,consignee," "," ",,NO," "
DALLAS PGW,,,9009 Directors Row,Dallas,TX,75247,consignee," "," ",,NO," "
DAVID ENTERPRISES,,,4700 Blaffer Street,Houston,TX,77028,consignee," "," ",,NO," "
DAYCO,,,13320 John F Kennedy Blvd,Houston,TX,77039,"consignee,shipper,containerReturn"," "," ",,NO," "
DCDWAREHOUSE,5056600608,,3637 Shiloh Rd,Tyler,TX,75707,consignee," "," ",,NO," "
DCM MANUFACTURING,,,2800 112th Street,Grand Prairie,TX,75050,consignee," "," ",,NO," "
DEANDRA WAREHOUSE,,,6536 Supply Row,Houston,TX,77011,consignee," "," ",,NO," "
DEL SOL FOODS COMPANY,,,3151 South Blue Bell Road,Brenham,TX,77833,consignee," "," ",,NO," "
DELLNER,,,20026 Hickory Twig Way,Spring,TX,77388,consignee," "," ",,NO," "
DELTA- A PSC GROUP COMPANY,,,1251 Clay Court,Deer Park,TX,77536,consignee," "," ",,NO," "
Derby Logistics,,,6819 Fulton Street,Houston,TX,77022,consignee," "," ",,NO," "
Derichebourg Recycling USA,,,7501 WALLISVILLE RD,HOUSTON,TX,77002,consignee," "," ",,NO," "
Derichebourg Recycling USA - Houston 1,,,1 Wharf st,Houston,TX,77012,"consignee,shipper,containerReturn"," "," ",,NO," "
DEUGRO-BOLT WHSE,,,600 S Main St,Baytown,TX,77520,consignee," "," ",,NO," "
DEUGRO/C.O.L.T WAREHOUSE,,,2828 Farm to Market 1405,Baytown,TX,77523,"consignee,shipper,containerReturn,chassisTermination,chassisPick"," "," ",,NO," "
DGM SERVICES,,,1813 Greens Rd,Houston,TX,77032,consignee," "," ",,NO," "
DHL GLOBAL FORWARDING,,,15894 Diplomatic Plaza Dr,Houston,TX,77032,"caller,consignee,shipper,containerReturn,chassisTermination,chassisPick"," "," ",NO,NO," "
Dhollandia,,,5913 Imperial Loop dr,College Station,TX,77845,"consignee,shipper,containerReturn"," "," ",,NO," "
DIAMOND J BUILDINGS,,,2067 Garcitas Creek Rd,Inez,TX,77968,consignee," "," ",,NO," "
DILLARDS DEPT STORE,,,4501 North Beach Street,Fort Worth,TX,76137,"consignee,shipper,containerReturn,chassisTermination,chassisPick"," "," ",,NO," "
Dishaka,,,10431 Mula Road,Stafford,TX,77477,consignee," "," ",,NO," "
DISTRIBUTION ALTERNATIVES,,,30815 Kingsland Boulevard,Brookshire,TX,77423,consignee," "," ",,NO," "
DIXIE CULLEN (Beaumont Hwy),,,18511 Beaumont Highway,Houston,TX,77049,consignee," "," ",,NO," "
DIXIE CULLEN (East Fwy),,,8501 East Fwy,Houston,TX,77029,consignee," "," ",,NO," "
DIXIE CULLEN INTEREST-WAYSIDE,,,415 N Wayside Dr,Houston,TX,77020,consignee," "," ",,NO," "
DIXIE PLYWOOD,,,6770 Mykawa Road,Houston,TX,77033,consignee," "," ",,NO," "
DK TIRES,,,1551 Airport Drive,Shreveport,LA,71107,consignee," "," ",,NO," "
DKES BLACK HILLS,,,10763 TX-97,Pleasanton,TX,78064,consignee," "," ",,NO," "
DODSON GLOBAL,,,2750 Holmes Rd,Houston,TX,77051,consignee," "," ",,NO," "
Dollamur Sport Surfaces,,,1053 Everman Parkway,Fort Worth,TX,76140,consignee," "," ",,NO," "
DOLLAR GENERAL DC 96120,,,6601 Cal Turner Drive,San Antonio,TX,78220,consignee," "," ",,NO," "
DOLPHIN HEAT EXCHANGER INC,,,1176 113th St,Grand Prairie,TX,75050,consignee," "," ",,NO," "
Door Kraft/Altair Clear Creek,,,3904 Clear Creek Road,Killeen,TX,76549,consignee," "," ",,NO," "
DORIAN DRAKE INT'L,,,2650 East Freeway,Baytown,TX,77521,consignee," "," ",,NO," "
DOWNHOLE INTERNATIONAL,,,7414 N HIGHWAY 81,DUNCAN,OK,73533,consignee," "," ",,NO," "
DRILEX INTERNATIONAL LP,,,16626 Farm to Market 2920,Tomball,TX,77377,consignee," "," ",,NO," "
DRILL PIPE INTERNATIONAL,,,1411 S Farm-to-Market 565 Rd,Baytown,TX,77523,consignee," "," ",,NO," "
DRILLERS SUPPLY,,,16201 Mueschke Rd,Cypress,TX,77433,consignee," "," ",,NO," "
DRURY INN & SUITE AUSTIN NORTH,,,6711 North Interstate Highway 35,Austin,TX,78752,consignee," "," ",,NO," "
DSI,,,2702 HOLMES RD. HOUSTON,Houston,TX,77051,"consignee,shipper,containerReturn"," "," ",,NO," "
DSI LOGISTICS,,,3100 Pawnee St,Houston,TX,77054,"consignee,shipper,containerReturn"," "," ",,NO," "
DSV,,,15993 Diplomatic Plaza dr,Houston,TX,77032,consignee," "," ",,NO," "
DSV AIR & SEA,,,19901 Western Ave,Torrance,CA,90501,consignee," "," ",,NO," "
DSV Air & Sea Inc.,,,2815 Coliseum Centre Dr,Charlotte,NC,28217,consignee," "," ",,NO," "
DUKERS APPLIANCE CO USA,,,1444 N Cockrell Hill Rd,Dallas,TX,75211,consignee," "," ",,NO," "
DUKERS APPLIANCE CO USA LTD,,,8207 NORTH LOOP E STE 200-B,Houston,TX,770291261,consignee," "," ",,NO," "
DUNAVANT,,,10629 Red Bluff Rd,Pasadena,TX,77507,"consignee,shipper,containerReturn"," "," ",,NO," "
DUNAVANT-LAPORTE,,,501 Independence Parkway,Deer Park,TX,77536,"consignee,chassisTermination,chassisPick,shipper,containerReturn"," "," ",,NO," "
"DUNLAP & KYLE CO., INC",,,702 Power St,Corpus Christi,TX,78401,consignee," "," ",,NO," "
DUPUY STORAGE WAREHOUSE,,,7703 Cannon St,Houston,TX,77021,consignee," "," ",,NO," "
DURAPARTS INC.,,,13320 John F Kennedy Blvd,Houston,TX,77039,"consignee,shipper,containerReturn"," "," ",,NO," "
DURAPLAS INC,,,16400 Midway Road,Addison,TX,75001,consignee," "," ",,NO," "
DURO HILEX POLY,,,35270 Cooper Rd,Brookshire,TX,77423,consignee," "," ",,NO," "
DW DISTRIBUTION INC,,,1200 E Centre Park Blvd,DeSoto,TX,75115,"shipper,consignee"," "," ",,NO," "
"DW Distribution, Inc.",,,8251 Liberty Road,Houston,TX,77028,consignee," "," ",,NO," "
DW DOOR FABRICATION PLANT,,,2001 Danieldale Rd,Lancaster,TX,75134,consignee," "," ",,NO," "
DYNAENERGETICS,,,"3580 HCR 1145 LP,",BLUM,TEXAS,76627,consignee," "," ",,NO," "
DYNAMIC FASTNER,,,1414 Brittmoore Road,Houston,TX,77043,consignee," "," ",,NO," "
E.L.T ADVANCE PLASTIC SOLUTION,,,2086 South Houston Avenue,Humble,TX,77396,consignee," "," ",,NO," "
E.L.T ADVANCED PLASTICS SOLUTION,,,2086 South Houston Avenue,Humble,TX,77396,consignee," "," ",,NO," "
EC BARTONS,,,8000 Market Street suite 100 Metric logi,Houston,TX,77029,consignee," "," ",,NO," "
ECCOMELT HUMBLE,,,6605 Rankin Rd,Humble,TX,77396,consignee," "," ",,NO," "
Echo Fibers,,,5410 Crawford Road,Houston,TX,77041,consignee," "," ",,NO," "
ECO FENESTRATION SYSTEMS,,,18315 Aldine Westfield Road,Houston,TX,77073,consignee," "," ",,NO," "
ECOFIBRE INC.,,,5606 Theall Rd,Houston,TX,77066,consignee," "," ",,NO," "
Eden Solutions,,,4023 Davis Rd,Muldoon,TX,78949,consignee," "," ",,NO," "
EDP CATTLEMAN,,,8115 FM 2027 MILAM COUNTY ROSEBUD,Rosebud,TX,76570,"consignee,shipper,containerReturn"," "," ",,NO," "
Edret Aviation Americas,,,800 Bristlewood Drive,McKinney,TX,75072,consignee," "," ",,NO," "
EFG ENERGY PARTNERS,,,7119 Kindred Street,Houston,TX,77049,consignee," "," ",,NO," "
EGF ENERGY PARTNERS,,,7119 Kindred Street,Houston,TX,77049,consignee," "," ",,NO," "
ELECTRO-TECH INDUSTRIES,,,303 Little York Road,Houston,TX,77076,consignee," "," ",,NO," "
Electrolit Manufacturing,,,401 Sheehy Pkwy,Waco,TX,76712,consignee," "," ",,NO," "
"Electronic Scrap Recycling, Inc",,,6427 Springer Street,Houston,TX,77087,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," "," ",NO,NO," "
ELFS,,,3031 Eastveld Dr,Houston,TX,77073,"consignee,shipper,containerReturn"," "," ",,NO," "
ELITE INDUSTRIAL SOLUTIONS,,,1819 Turning Basin Drive,Houston,TX,77029,consignee," "," ",,NO," "
ELLIOT TURBOMACHINERY LIMITED,,,2001 W Sam Houston Pkwy S,Houston,TX,77043,consignee," "," ",,NO," "
EMIR INTERNATIONAL TRADING INC.,,,1810 Milby Street,Houston,TX,77003,consignee," "," ",,NO," "
EMSER TILE DISTRIBUTION CENTER,,,10433 Ella Boulevard,Houston,TX,77038,consignee," "," ",,NO," "
ENERFLEX ENERGY SYSTEMS,,,10815 Telge Road,Houston,TX,77095,consignee," "," ",,NO," "
ENERGY METALS INC,,,3730 S Main St,Pearland,TX,77581,consignee," "," ",,NO," "
ENERGY TRANSFER NEDER,,,2300 North Twin City Highway,Nederland,TX,77627,consignee," "," ",,NO," "
ENERMECH MECHANICAL SERVICES,,,12102 Cutten Road,Houston,TX,77066,consignee," "," ",,NO," "
Enhanced Electrical Sales Inc,,,4650 South Pinemont Drive,Houston,TX,77041,consignee," "," ",,NO," "
ENPHASE ENERGY INC.,,,2400 Centennial Dr,Arlington,TX,76011,consignee," "," ",,NO," "
ENTERPRISE PRODUCTS,,,11163 Old Needlepoint Road SUITE #90,Baytown,TX,77523,consignee," "," ",,NO," "
"Enviro-Tech Specialiteis, Inc",,,121 Dell Dale Street,Channelview,TX,77530,consignee," "," ",,NO," "
EPIC DISTRIBUTION,,,121 Genadena St,Houston,TX,77034,consignee," "," ",,NO," "
EQUIPMENT SHARE,,,3401 Awesome Ln,La Porte,TX,77571,consignee," "," ",,NO," "
ESMER TILE DISTRIBUTION CENTER,,,10433 Ella Boulevard,Houston,TX,77038,"consignee,shipper,containerReturn,caller"," "," ",NO,NO," "
ESR Fulfillment & Storage,,,5636 Etheridge Street,Houston,TX,77087,consignee," "," ",,NO," "
ESSENCY,,,9200 Derrington Road,Houston,TX,77064,consignee," "," ",,NO," "
ETHAN FENG,,,7737 Cherokee Drive,Katy,TX,77494,consignee," "," ",,NO," "
EURECAT (PASADENA),,,13100 Bay Park Rd,Pasadena,TX,77507,consignee," "," ",,NO," "
EURO MID,,,8110 Kempwood Drive,Houston,TX,77055,consignee," "," ",,NO," "
EVER ZINC,,,260 N Greenwood St,Houston,TX,77011,consignee," "," ",,NO," "
EVEREST SYSTEMS CO,,,16601 Central Green Blvd,Houston,TX,77032,consignee," "," ",,NO," "
EVERGREEN PLASTICS INC,,,4570 South Wayside Drive,Houston,TX,77087,consignee," "," ",,NO," "
EVIVA LLC,,,"8230 Plummer Street, ste 600",Houston,TX,77029,consignee," "," ",,NO," "
EVONIK CORPORATION,,,1918 Collingsworth St,Houston,TX,77009,consignee," "," ",,NO," "
EXCLUSIVE FURNITURE  L.P,,,"631 Buffalo Lakes Dr, #100",Missouri City,TX,77489,consignee," "," ",,NO," "
EXPRESS CROSS BORDER LOGISTICS LLC,,,4403 West Military Highway,McAllen,TX,78503,consignee," "," ",,NO," "
FANALE,,,631 Highway 90 Alternate,Missouri City,TX,77489,consignee," "," ",,NO," "
FARMERS RICE MILING COMPANY,,,3211 Louisiana 397,Lake Charles,LA,70615,consignee," "," ",,NO," "
Federal Recycling,,,6201 Rankin Road,Humble,TX,77396,consignee," "," ",,NO," "
Fence Line - Customer Holding in Yard - Internal,,,4838 Borusan Road,Baytown,TX,77523,consignee," "," ",,NO," "
Fence-line **No Check in needed**,,No check in needed,4906 Borusan Rd,Baytown,TX,77523,"shipper,containerReturn,consignee,caller,chassisTermination,chassisPick"," "," ",NO,NO," "
Fera Diagnostics and Biologicals Corp,,,5900 Matrix Drive,College Station,TX,77845,consignee," "," ",,NO," "
FERA DIAGNOSTICS AND BIOLOGICALS CORP Suite #10,,,5900 Matrix Drive,College Station,TX,77845,consignee," "," ",,NO," "
Feutainer (Buckholts),,,5842 FM-2269,Buckholts,Texas,76518,consignee," "," ",,NO," "
Feutainer (Victoria),,,14810 US Hwy 77,Victoria,tx,77904,ALL," "," ",NO,NO," "
Feutainer F6,,,3337 Canada Rd,La Porte,TX,77571,"shipper,containerReturn,consignee"," "," ",,NO," "
Feutainer F7,,,1805 Turning Basin Dr,Houston,TX,77029,"shipper,consignee,chassisTermination,chassisPick"," "," ",,NO," "
Feutainer F7 (Talcott),,,14830 Talcott St,Houston,TX,77015,"shipper,containerReturn,consignee"," "," ",,NO," "
FEUTAINER WAREHOUSE,,,7902 Cowart St,Houston,TX,77029,"caller,consignee,shipper,containerReturn,chassisTermination,chassisPick"," "," ",NO,NO," "
FICOTRQ,,,12320 South Main Street,Houston,TX,77035,consignee," "," ",,NO," "
FINN CONTAINER CARGO SVCS.,,,6003 Murphy St,Houston,TX,77033,"shipper,containerReturn,consignee"," "," ",,NO," "
Firestone,,,1801 Louisiana 108,Sulphur,LA,70665,consignee," "," ",,NO," "
FITNESS IN MOTION,,,4718 Macro,San Antonio,TX,78218,consignee," "," ",,NO," "
FLEXI-VAN LEASING,,,7226 N Loop E Fwy,Houston,TX,77028,"consignee,chassisTermination,chassisPick,shipper,containerReturn"," "," ",,NO," "
FLEXISPOT,,,13817 Greenland Drive,Stafford,TX,77477,consignee," "," ",,NO," "
FLEXSTEEL A CACTUS COMPANY,,,1221 Transport Drive,Baytown,TX,77523,consignee," "," ",,NO," "
FLOOR & DECOR 991 DC,,,5120 Cedar Port Pkwy,Baytown,TX,77523,"consignee,shipper,containerReturn"," "," ",,NO," "
FLORES FENCE SUPPLY,,,8230 Lovett Ave,Dallas,TX,75227,consignee," "," ",,NO," "
FLOW-TEK,,,"8323 N Eldridge Pkwy SUITE 100,",Houston,TX,77041,consignee," "," ",,NO," "
FLOWCHEM LLC,,,20333 Blinka Road,Waller,TX,77484,"consignee,shipper,containerReturn"," "," ",,NO," "
FLOWSERVE US INC,,,4015 Flowserve Wy,Pasadena,TX,77503,consignee," "," ",,NO," "
FLOWSERVE-SULPHER SPRINGS,,,1511 Jefferson Street East,Sulphur Springs,TX,75482,consignee," "," ",,NO," "
FLUID SEALINGS,,,155 SOUTHBELT INDUSTRIAL DR. HOUSTON,Houston,TX,77047,"consignee,shipper,containerReturn"," "," ",,NO," "
FLUID SYSTEMS INC,,,18703 Intercontinental Crossing Drive,Houston,TX,77073,consignee," "," ",,NO," "
FLYING SCOOTER - COUGAR CYCLE INC,,,9300 Harwin Dr.,Houston,TX,77036,consignee," "," ",,NO," "
FMC TECHNOLOGIES-FLUID CONTROL,,,2830 W Frey,Stephenville,TX,76401,consignee," "," ",,NO," "
FNS,,,10100 Porter Road,La Porte,TX,77571,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," "," ",NO,NO," "
"FNS, INC (LA PORTE)",,,2902 E. 13TH ST. SUITE 100,La Porte,TX,77571,consignee," "," ",,NO," "
FOREIGN TRADE,,,1350 LATHROP STREET HOUSTON,Houston,TX,77020,"consignee,shipper,containerReturn"," "," ",,NO," "
FORTUNE ONE FOODS,,,935 W 18th St,Houston,TX,77008,consignee," "," ",,NO," "
FORTUNE PLASTIC & METAL,,,6915 Barney Road,Houston,TX,77092,consignee," "," ",,NO," "
FORTUNE RAGS,,,3405 Navigation Boulevard ste 600,Houston,TX,77003,consignee," "," ",,NO," "
Forum Energy Technologies Inc,,,12735 Dairy Ashford rd,Stafford,TX,77477,"consignee,shipper,containerReturn"," "," ",,NO," "
FOUR SEASONS FOOD,,,2010 Holmes Road,Houston,TX,77045,consignee," "," ",,NO," "
FPS Flexibles USA,,,14200 Hollister Road,Houston,TX,77066,consignee," "," ",,NO," "
FREEWAY LOGISTICS - MORGAN HOU WAREHOUSE,,,"8828 Taub Rd Suite 100,",Houston,TX,77064,consignee," "," ",,NO," "
FREEZPAK HOUSTON,,,7818 Fisher Road,Baytown,TX,77523,consignee," "," ",,NO," "
Fresh Brew,,,11600 Big John Street,Houston,TX,77038,consignee," "," ",,NO," "
FRICKS,,,1401 Ranchers Legacy Trail,Fort Worth,TX,76126,consignee," "," ",,NO," "
FRONTIER,,,400 North L Street,La Porte,TX,77571,consignee," "," ",,NO," "
FRONTIER INTERNATIONAL,,,5125 Hiltonview Road,Houston,TX,77086,consignee," "," ",,NO," "
FRONTIER LAPORTE,,,1400 North Highway 146,La Porte,TX,77571,consignee," "," ",,NO," "
FRONTIER LOGISTICS (FT WORTH),,,601 Northeast Loop 820,Fort Worth,TX,76131,consignee," "," ",,NO," "
Frontier Logistics La Porte,,,11931 Hwy 225 La Porte 77571 TX US,La Porte,TX,77571,"consignee,shipper,containerReturn"," "," ",,NO," "
FRONTIER LOGISTICS- Pasadena,,,3507 Pasadena Fwy,Pasadena,TX,77503,"consignee,shipper,containerReturn"," "," ",,NO," "
FRONTIER LOGISTICS-LAPORTE,,,101 E Barbours Cut Blvd,La Porte,TX,77571,consignee," "," ",,NO," "
FRONTIER WH La Porte,,,1806 S 16th St,La Porte,TX,77571,"consignee,shipper,containerReturn"," "," ",,NO," "
FRYMASTER,,,5489 Campus Dr,Shreveport,LA,71129,consignee," "," ",,NO," "
FTLG Bayport Pasadena,,,5235 Old Highway 146,La Porte,TX,77571,consignee," "," ",,NO," "
FTZ,,,16398 Jacintoport Blvd,Houston,TX,77015,consignee," "," ",,NO," "
FULFILL PLUS,,,"5670 Guhn Rd #200,",Houston,TX,77040,consignee," "," ",,NO," "
G3 CHICHADEE HOUSTON,,,2000 Goodyear Drive,Houston,TX,77017,consignee," "," ",,NO," "
GAC North America- Logistics,,,16200 Central Green Boulevard,Houston,TX,77032,consignee," "," ",,NO," "
GAF ENERGY,,,110 SE Inner Loop,Georgetown,TX,78626,consignee," "," ",,NO," "
GAIENNIE LUMBER CO--Glolee,,,619 W Grolee St,Opelousas,LA,70570,consignee," "," ",,NO," "
GAIENNIE LUMBER--GUIDRY,,,535 Guidry St,Opelousas,LA,70570,consignee," "," ",,NO," "
GALDISA USA,,,3575 Pollok Drive,Conroe,TX,77303,consignee," "," ",,NO," "
Gamechange Solar,,,20521 County Rd 213,Angleton,TX,77515,consignee," "," ",,NO," "
Gamechanger,,,20521 County Rd 213,Angleton,TX,77515,consignee," "," ",,NO," "
GARTNER COATINGS,,,2433 Reid Blvd,Pearland,TX,77581,"shipper,consignee,caller"," ",30,NO,NO," "
GAS INNOVATIONS,,,18005 Hwy 225,La Porte,TX,77571,consignee," "," ",,NO," "
GATEWAY LOGISTICS--BAYTOWN,,,4000 Cedar Blvd,Baytown,TX,77523,consignee," "," ",,NO," "
GATEWAY LOGISTICS--HOUSTON,,,18201 VISCOUNT RD HOUSTON,Houston,TX,77032,"consignee,shipper,containerReturn,caller"," ",30,NO,NO," "
GATEWAY PASADENA,,,2818 Pasadena Freeway,Pasadena,TX,77506,consignee," "," ",,NO," "
GATEWAY-IGLOO RD,,,3214 Igloo Road,Houston,TX,77032,"consignee,chassisTermination,chassisPick,shipper,containerReturn"," "," ",,NO," "
Gattefosse,,,1010 East Park Avenue,Lufkin,TX,75901,consignee," "," ",,NO," "
GCP PAPER USA,,,14720 John F Kennedy Blvd,Houston,TX,77032,"consignee,shipper,containerReturn"," "," ",,NO," "
GCS HOUSTON FASTLANE,,,3401 Navigation Boulevard,Houston,TX,77003,consignee," "," ",,NO," "
GE VERNOVA OPERATIONS,,,16605 Air Center Blvd,Houston,TX,77032,consignee," "," ",,NO," "
GENERAL COATINGS MANUFACTURING,,,3001 East Pioneer Parkway,Arlington,TX,76010,consignee," "," ",,NO," "
"General Technologies, Inc",,,13022 Trinity Drive,Stafford,TX,77477,consignee," "," ",,NO," "
"GENERAL TECHNOLOGIES, INC",,,13003 Royal Dr,Stafford,TX,77477,"consignee,shipper,containerReturn"," "," ",,NO," "
General Work Products,,,104 Japhet,Houston,TX,77020,"consignee,shipper,containerReturn"," "," ",,NO," "
Genmega Inc,,,11011 Regency Crest Drive,Dallas,TX,75238,consignee," "," ",,NO," "
Geodis,,,2010 January Lane,Grand Prairie,TX,75050,consignee," "," ",,NO," "
GEODIS,,,8210 Humble Westfield Rd,Humble,TX,77338,consignee," "," ",,NO," "
GEOSOLUTIONS INC.,,,725 SE 59th St,Oklahoma City,OK,73129,consignee," "," ",,NO," "
GERDAU LONG STEEL NORTH AMERICA,,,300 Ward Rd,Midlothian,TX,76065,consignee," "," ",,NO," "
GF INDUSTRIAL GROUP AMERICA,,,7777 Sloane Drive,Little Rock,AR,72206,consignee," "," ",,NO," "
GFL Environmental,,,7213 E Mt Houston Rd,Houston,TX,77050,consignee," "," ",,NO," "
GFM,,,1755 Federal Rd,Houston,TX,77015,consignee," "," ",,NO," "
Glass Corporation,,,1320 Riggs Road,Houston,TX,77022,consignee," "," ",,NO," "
GLOBAL CONTAINER INDUSTRIES,,,7015 FM1942,Baytown,TX,77521,"consignee,shipper,containerReturn,chassisTermination,chassisPick"," "," ",,NO," "
global enterprises,,,6055 Luckett Court,El Paso,TX,79932,consignee," "," ",,NO," "
Global imports,8324190650,Chris,"19531 ramblewood drive,",Humble,tx,77338,consignee," "," ",,NO," "
GLOBAL IMPORTS,,,19531 Ramblewood Dr Humble 77338 TX US,Humble,TX,77338,"caller,consignee,shipper,containerReturn"," ",30,NO,NO," "
GLOBAL PALLETS SERVICES LLC,,,7215 Miller Road 2,Houston,TX,77049,consignee," "," ",,NO," "
GLOVE SAFE INC,,,1008 Pennsylvania Street,South Houston,TX,77587,consignee," "," ",,NO," "
GLT INTERNATIONAL,,,1000 HAWKINS BLVD. EL PASO TX 79915,El Paso,TX,79915,"consignee,shipper,containerReturn"," ",30,,NO," "
GM MACHINERY,,,1335 Boyles Street,Houston,TX,77020,consignee," "," ",,NO," "
GMASS,,,7625 Parkhurst Drive,Houston,TX,77028,consignee," "," ",,NO," "
